playlist_name,playlist_id,playlist_genre,playlist_subgenre,playlist_url
Contemporary Urban,6wyJ4bsjZaUKa9f6GeZlAO,r&b,urban contemporary,https://open.spotify.com/playlist/6wyJ4bsjZaUKa9f6GeZlAO
URBAN NATION,4EKXjB5zlv2DpTS84h407H,r&b,urban contemporary,https://open.spotify.com/playlist/4EKXjB5zlv2DpTS84h407H
Most Popular 2020 TOP 50,1fqkbjEACMlekdddm5aobE,r&b,urban contemporary,https://open.spotify.com/playlist/1fqkbjEACMlekdddm5aobE
New R&B‏‏​​   ‍,4I6rTSxqKl1LRvES2O9owQ,r&b,urban contemporary,https://open.spotify.com/playlist/4I6rTSxqKl1LRvES2O9owQ
Top Urban Underground,4Gc9TFxlqmoe50m9Yy78ei,r&b,urban contemporary,https://open.spotify.com/playlist/4Gc9TFxlqmoe50m9Yy78ei
Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,https://open.spotify.com/playlist/4Pbs84EQbuAblxlp6Chz0d
The Sound of Urban Contemporary,07zF8MjQPsiYUXiAIGZ5TA,r&b,urban contemporary,https://open.spotify.com/playlist/07zF8MjQPsiYUXiAIGZ5TA
Chixtape 5 - Tory Lanez,0UXwwVDipbBQeEX7h4YuKU,r&b,urban contemporary,https://open.spotify.com/playlist/0UXwwVDipbBQeEX7h4YuKU
urban contemporary,7en9i0JMyJlRFX4r4XrXXx,r&b,urban contemporary,https://open.spotify.com/playlist/7en9i0JMyJlRFX4r4XrXXx
Urban contemporary,1ZlL3IQS8eB0s0RMxz02yD,r&b,urban contemporary,https://open.spotify.com/playlist/1ZlL3IQS8eB0s0RMxz02yD
Urban contemporary,0qOJuaqHeg4u1i6gjPKnxE,r&b,urban contemporary,https://open.spotify.com/playlist/0qOJuaqHeg4u1i6gjPKnxE
PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,https://open.spotify.com/playlist/6HaCi9bqaiuSZEDfCEmwyo
Urban/Trap - Contemporary RAP,5CK0fshHcik1vWyeCc0zat,r&b,urban contemporary,https://open.spotify.com/playlist/5CK0fshHcik1vWyeCc0zat
urban contemporary,4WiB26kw0INKwbzfb5M6Tv,r&b,urban contemporary,https://open.spotify.com/playlist/4WiB26kw0INKwbzfb5M6Tv
urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,https://open.spotify.com/playlist/1nFfDHtp8RY3obgen8KODl
Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,https://open.spotify.com/playlist/0pItJZBDZFvgAOdFnSITnJ
Urban Contemporary,4425cRh83Uzor4qCRfM9lb,r&b,urban contemporary,https://open.spotify.com/playlist/4425cRh83Uzor4qCRfM9lb
Cuban vibes only,6VWXakL2ojgiVC01I271e2,r&b,urban contemporary,https://open.spotify.com/playlist/6VWXakL2ojgiVC01I271e2
The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,1S7BckuYIkEazeNKOSM0uA,r&b,urban contemporary,https://open.spotify.com/playlist/1S7BckuYIkEazeNKOSM0uA
Brisa Pop,37i9dQZF1DX2vsux22VuNL,r&b,hip pop,https://open.spotify.com/playlist/37i9dQZF1DX2vsux22VuNL
Pop Hits 2020,5TDtuKDbOhrfW7C58XnriZ,r&b,hip pop,https://open.spotify.com/playlist/5TDtuKDbOhrfW7C58XnriZ
Ultimate Indie Presents... Best Tracks of 2019,37i9dQZF1DWTc5QDlvD7t0,r&b,hip pop,https://open.spotify.com/playlist/37i9dQZF1DWTc5QDlvD7t0
Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,r&b,hip pop,https://open.spotify.com/playlist/37i9dQZF1DWTDafB3skWPN
Pop / Hip-Hop: Gas ⛽️,7ccXu2NL5YPa7PVgnQxR1j,r&b,hip pop,https://open.spotify.com/playlist/7ccXu2NL5YPa7PVgnQxR1j
Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,r&b,hip pop,https://open.spotify.com/playlist/3xMQTDLOIGvj3lWH5e5x6F
Girl On Fire,37i9dQZF1DX4F2k37fMTyn,r&b,hip pop,https://open.spotify.com/playlist/37i9dQZF1DX4F2k37fMTyn
Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,https://open.spotify.com/playlist/1Sc7bobknESH7SXQcnmoX5
Nidza Bleja - English HIP HOP/POP Songs,5XQopnmKZnE6RjR6NIzbPS,r&b,hip pop,https://open.spotify.com/playlist/5XQopnmKZnE6RjR6NIzbPS
90s/00s Hip Hop & RnB,0Ar0Ng9DlAWZtSPBvOQgOa,r&b,hip pop,https://open.spotify.com/playlist/0Ar0Ng9DlAWZtSPBvOQgOa
TOP 50 GLOBAL 2020 UPDATED WEEKLY 🌍🎶 WORLDWIDE,2CJsD3fcYJWcliEKnwmovU,r&b,hip pop,https://open.spotify.com/playlist/2CJsD3fcYJWcliEKnwmovU
Hip Pop 2019,3tmx4p5RGlOV1AapXOt1Ze,r&b,hip pop,https://open.spotify.com/playlist/3tmx4p5RGlOV1AapXOt1Ze
Bluegrass Covers,37i9dQZF1DX56crgoe4TG3,r&b,hip pop,https://open.spotify.com/playlist/37i9dQZF1DX56crgoe4TG3
"Latest Hits 2020 - Pop, Hip Hop & RnB",7FqZlaYKkQmVnguJbHuj2a,r&b,hip pop,https://open.spotify.com/playlist/7FqZlaYKkQmVnguJbHuj2a
Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),6kVFIQBhLT4003iw2WWEv1,r&b,hip pop,https://open.spotify.com/playlist/6kVFIQBhLT4003iw2WWEv1
Today's Hits (Clean),7ENISpOJhocpMJVcGb0qcT,r&b,hip pop,https://open.spotify.com/playlist/7ENISpOJhocpMJVcGb0qcT
Smooth Hip Hop,7ozFIvz1bE1HPgQTUl5qfT,r&b,hip pop,https://open.spotify.com/playlist/7ozFIvz1bE1HPgQTUl5qfT
Fresh Essentials,4RFszTXlSMZFgpqIJS3754,r&b,hip pop,https://open.spotify.com/playlist/4RFszTXlSMZFgpqIJS3754
New Jack Swing,3ykXidKLz1eYPvuGoFlD1e,r&b,new jack swing,https://open.spotify.com/playlist/3ykXidKLz1eYPvuGoFlD1e
New Jack Swing - 90s R&B fused w Hip Hop,79xd4wnVuKZK4rJMsL2wPa,r&b,new jack swing,https://open.spotify.com/playlist/79xd4wnVuKZK4rJMsL2wPa
New Jack Swing/ R&B Hits: 1987 - 2002,4sji14lrB5bgcr51lPALYH,r&b,new jack swing,https://open.spotify.com/playlist/4sji14lrB5bgcr51lPALYH
90's NEW JACK SWING,0dmInkymNnOTWvEFamSNzb,r&b,new jack swing,https://open.spotify.com/playlist/0dmInkymNnOTWvEFamSNzb
"Swingbeat (old skool), New Jack Swing, R&B, Hip Hop, Urban",3krpccUV68nBGAQbvHEZDC,r&b,new jack swing,https://open.spotify.com/playlist/3krpccUV68nBGAQbvHEZDC
New Jack City,6RLvj5OnEuPzI1P02KwnzK,r&b,new jack swing,https://open.spotify.com/playlist/6RLvj5OnEuPzI1P02KwnzK
90s R&B - The BET Planet Groove/Midnight Love Mix,7LjRWGUdOmBdPG1W1bga4i,r&b,new jack swing,https://open.spotify.com/playlist/7LjRWGUdOmBdPG1W1bga4i
New Jack Swing | The Best 👌,3m4z6komWDtKly3Q1FvFmN,r&b,new jack swing,https://open.spotify.com/playlist/3m4z6komWDtKly3Q1FvFmN
Ultimate Throwbacks Collection,1dsaMvnC1hXPCNGC4aVtjj,r&b,new jack swing,https://open.spotify.com/playlist/1dsaMvnC1hXPCNGC4aVtjj
"Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.",3a9y4eeCJRmG9p4YKfqYIx,r&b,new jack swing,https://open.spotify.com/playlist/3a9y4eeCJRmG9p4YKfqYIx
New Jack Swing,4nX6BscFtR1CozSCfv2cuR,r&b,new jack swing,https://open.spotify.com/playlist/4nX6BscFtR1CozSCfv2cuR
CSR 103:9 (GTA: SA),4sr2xEhXQR5VuZ0LZX8TQ8,r&b,new jack swing,https://open.spotify.com/playlist/4sr2xEhXQR5VuZ0LZX8TQ8
Best of New Jack Swing,63Y9Sk7Twusm6ZNssHxKaa,r&b,new jack swing,https://open.spotify.com/playlist/63Y9Sk7Twusm6ZNssHxKaa
New Jack Swing -late 80's & early 90's Hip Hop and R&B,30z5uGyqurJn0NtkZ9e8BT,r&b,new jack swing,https://open.spotify.com/playlist/30z5uGyqurJn0NtkZ9e8BT
The Sound of New Jack Swing,0zn8nuASKC0PISqD9mxCSV,r&b,new jack swing,https://open.spotify.com/playlist/0zn8nuASKC0PISqD9mxCSV
The New (Jack Swing) Testament,4mciQwEuqaUMwIWKcDMFW0,r&b,new jack swing,https://open.spotify.com/playlist/4mciQwEuqaUMwIWKcDMFW0
80s-90s R&B / New Jack Swing / Funk / Dance / Soul,3X4HmijjKdwwLonCrOOEAZ,r&b,new jack swing,https://open.spotify.com/playlist/3X4HmijjKdwwLonCrOOEAZ
Kenny B's Ultimate New Jack Swing Mix,7bdhfXlbfml9CuNn5c7372,r&b,new jack swing,https://open.spotify.com/playlist/7bdhfXlbfml9CuNn5c7372
R&B 80's/90's/00's,2Ey63yNQeC9Yto7JwX9BGJ,r&b,new jack swing,https://open.spotify.com/playlist/2Ey63yNQeC9Yto7JwX9BGJ
1987-1997 OLD SKOOL JAMZ,0WicovBbxeB0nvQC6IfuaT,r&b,new jack swing,https://open.spotify.com/playlist/0WicovBbxeB0nvQC6IfuaT
I Love My Neo-Soul,37i9dQZF1DX44dZ4p5QLf4,r&b,neo soul,https://open.spotify.com/playlist/37i9dQZF1DX44dZ4p5QLf4
Neo Soul Music,78RRvktrPMSqAoCI21mNOe,r&b,neo soul,https://open.spotify.com/playlist/78RRvktrPMSqAoCI21mNOe
Neo-Soul,1eqVgsNjaX6mxDPoefhocT,r&b,neo soul,https://open.spotify.com/playlist/1eqVgsNjaX6mxDPoefhocT
Neo-Soul Guitar,0aS9YCNTNrDiMNa9tT49RG,r&b,neo soul,https://open.spotify.com/playlist/0aS9YCNTNrDiMNa9tT49RG
NEO SOUL GUITAR,0r5ojPhjqGVq21oQR13UJy,r&b,neo soul,https://open.spotify.com/playlist/0r5ojPhjqGVq21oQR13UJy
Neo Soul / Modern Jazz / Smooth Hiphop,07SNJ4MwYba9wwmzrbjmYi,r&b,neo soul,https://open.spotify.com/playlist/07SNJ4MwYba9wwmzrbjmYi
NEO-soul,3q3M4VCymcMoxJ3Tl7mRqN,r&b,neo soul,https://open.spotify.com/playlist/3q3M4VCymcMoxJ3Tl7mRqN
Groovy // Funky // Neo-Soul,0JmBB9HfrzDiZoPVRdv8ns,r&b,neo soul,https://open.spotify.com/playlist/0JmBB9HfrzDiZoPVRdv8ns
Christmas Soul,6FZYc2BvF7tColxO8PBShV,r&b,neo soul,https://open.spotify.com/playlist/6FZYc2BvF7tColxO8PBShV
Neo-Soul / Soulful R&B,4F3xAxHxeBwXhK6k6GPnrW,r&b,neo soul,https://open.spotify.com/playlist/4F3xAxHxeBwXhK6k6GPnrW
Neo Soul 2019,44d7ppo4cggZJmzH2WOhAc,r&b,neo soul,https://open.spotify.com/playlist/44d7ppo4cggZJmzH2WOhAc
NEO FUNK AND SOUL,2WbTrS5D0V2TW6DiDkJBru,r&b,neo soul,https://open.spotify.com/playlist/2WbTrS5D0V2TW6DiDkJBru
Neo Soul,2YPP7fiYu5pIcp2yyHvw4A,r&b,neo soul,https://open.spotify.com/playlist/2YPP7fiYu5pIcp2yyHvw4A
Saxophone in Hip Hop - R&B Lounge - Jazz Rap,2ujrP2rPxu8ao7wNeG1ZOY,r&b,neo soul,https://open.spotify.com/playlist/2ujrP2rPxu8ao7wNeG1ZOY
Japanese Funk/Soul/NEO/Jazz/Acid,4zNayWuATXCAA9gaXvnFnq,r&b,neo soul,https://open.spotify.com/playlist/4zNayWuATXCAA9gaXvnFnq
Neo-Jazz Soul RnB & Afro,48AzM7l4M02DBYd2N3IFLP,r&b,neo soul,https://open.spotify.com/playlist/48AzM7l4M02DBYd2N3IFLP
Gospel Neo Soul,2wP2UAYC4Nqb6oUXkMJlAz,r&b,neo soul,https://open.spotify.com/playlist/2wP2UAYC4Nqb6oUXkMJlAz
Soul Coffee (The Best Neo-Soul Mixtape ever),16iNEskDatG5KbDV16F6LR,r&b,neo soul,https://open.spotify.com/playlist/16iNEskDatG5KbDV16F6LR
Neo-Soul Essentials,0DIwi1dMI59NItQtiNcevy,r&b,neo soul,https://open.spotify.com/playlist/0DIwi1dMI59NItQtiNcevy
Sexy Soul 2020,5EMARioe9z9eKOeWIAC2JW,r&b,neo soul,https://open.spotify.com/playlist/5EMARioe9z9eKOeWIAC2JW
Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,https://open.spotify.com/playlist/317O0e8iWJLClLGDKtieRe
Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,edm,electro house,https://open.spotify.com/playlist/1G0q0NK7g3C0XerNqq7GbL
Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,https://open.spotify.com/playlist/37i9dQZF1DX2VvACCrgjrt
Electro Posé - Discoveries,6nZaTh6K1SwhdELFTmA99C,edm,electro house,https://open.spotify.com/playlist/6nZaTh6K1SwhdELFTmA99C
Techno House 2020 👽 Best Collection 👻 Top DJ’s Electronic Music - Deep House - Trance - Tech House - Dance - Electro Pop,3QEYvCsVXZj8KuzE0bDmcI,edm,electro house,https://open.spotify.com/playlist/3QEYvCsVXZj8KuzE0bDmcI
EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,electro house,https://open.spotify.com/playlist/25ButZrVb1Zj1MJioMs09D
Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,https://open.spotify.com/playlist/0wHHL0TLztL3muzXLCDTQP
Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,https://open.spotify.com/playlist/5M7xLCQTYJL0lbKIrUn3a4
Electro Swing,3Dr4NKbsFQ2m7tmPxGRroO,edm,electro house,https://open.spotify.com/playlist/3Dr4NKbsFQ2m7tmPxGRroO
Electro House,6k45gxiQhfVqACfIdqONsC,edm,electro house,https://open.spotify.com/playlist/6k45gxiQhfVqACfIdqONsC
ELECTRO HOUSE 2020,1N5dPU0Ca9N9AwBbUeyzX5,edm,electro house,https://open.spotify.com/playlist/1N5dPU0Ca9N9AwBbUeyzX5
New House   ‍,54XvQQsViMBwjO1ws2o2wx,edm,electro house,https://open.spotify.com/playlist/54XvQQsViMBwjO1ws2o2wx
Jeff Seid Electro House,2Tisn6NZbeofpc57Oc6MGo,edm,electro house,https://open.spotify.com/playlist/2Tisn6NZbeofpc57Oc6MGo
Crossfit‏‏​​   ‍,5GiPRvTccToqwOzkoAcDrY,edm,electro house,https://open.spotify.com/playlist/5GiPRvTccToqwOzkoAcDrY
Electro House - by Spinnin' Records,4pVZ70y8vzzkn2GVwQbQw8,edm,electro house,https://open.spotify.com/playlist/4pVZ70y8vzzkn2GVwQbQw8
💊ELECTRO-HOUSE-TECH💊,0AFYmoSuoMQiGGjzvBwr6u,edm,electro house,https://open.spotify.com/playlist/0AFYmoSuoMQiGGjzvBwr6u
Fitness Workout Electro | House | Dance | Progressive House,6KnQDwp0syvhfHOR4lWP7x,edm,electro house,https://open.spotify.com/playlist/6KnQDwp0syvhfHOR4lWP7x
Club Mix 2020 🍹,7sq6nuruoMyDhEWkX2oYOg,edm,electro house,https://open.spotify.com/playlist/7sq6nuruoMyDhEWkX2oYOg
House Electro 2019,72r6odw0Q3OWTCYMGA7Yiy,edm,electro house,https://open.spotify.com/playlist/72r6odw0Q3OWTCYMGA7Yiy
🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥,4GSiiL8tcMgvoV7K1IADb8,edm,electro house,https://open.spotify.com/playlist/4GSiiL8tcMgvoV7K1IADb8
Big Room EDM,3S03NWbWkrR1e7DPH9rf9Z,edm,big room,https://open.spotify.com/playlist/3S03NWbWkrR1e7DPH9rf9Z
Big Room Beast,3PNyCpkY7NAXyhopBpj7vc,edm,big room,https://open.spotify.com/playlist/3PNyCpkY7NAXyhopBpj7vc
Big Room House | Festival Bangers,5Bx5niVgi3qGQQw06C0RKq,edm,big room,https://open.spotify.com/playlist/5Bx5niVgi3qGQQw06C0RKq
PAROOKAVILLE - Big Room,6vbHQdtfmexb0ptmBSpemm,edm,big room,https://open.spotify.com/playlist/6vbHQdtfmexb0ptmBSpemm
Big Room House / Bigroom,2EnVd4ugXUybVQoQrarICY,edm,big room,https://open.spotify.com/playlist/2EnVd4ugXUybVQoQrarICY
Big Room EDM - by Spinnin' Records,7xWdFCrU5Gka6qp1ODrSdK,edm,big room,https://open.spotify.com/playlist/7xWdFCrU5Gka6qp1ODrSdK
BIG-ROOM NEVER DIES !,4QtO2XySphMOJt7pX0yaVi,edm,big room,https://open.spotify.com/playlist/4QtO2XySphMOJt7pX0yaVi
Dancefloor Beats,6mMk6QCzEgT3QGaCV1R4S5,edm,big room,https://open.spotify.com/playlist/6mMk6QCzEgT3QGaCV1R4S5
Bounce United,08QTrfsYYouffgnPjmllAQ,edm,big room,https://open.spotify.com/playlist/08QTrfsYYouffgnPjmllAQ
Locker Room,37i9dQZF1DX8SaiEt4OVJw,edm,big room,https://open.spotify.com/playlist/37i9dQZF1DX8SaiEt4OVJw
Sick Big Room House Drops | EZUMI,4R4c3WdN1Any2Q1NSuec3r,edm,big room,https://open.spotify.com/playlist/4R4c3WdN1Any2Q1NSuec3r
big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,edm,big room,https://open.spotify.com/playlist/2oalsaFUockoPf1DU3wrL8
Trance Party 2019 by FUTURE TRANCE,2yofeyPwe0ZNmJHTrGz2Qt,edm,big room,https://open.spotify.com/playlist/2yofeyPwe0ZNmJHTrGz2Qt
SINULOG Festival 2020,0COM4nZqdXC3sMjVdcaU7V,edm,big room,https://open.spotify.com/playlist/0COM4nZqdXC3sMjVdcaU7V
[EAS]: Festival Big Room,71UHE27ayQs8ZDxQwY0cY1,edm,big room,https://open.spotify.com/playlist/71UHE27ayQs8ZDxQwY0cY1
Big White Room-Jessie-J,5FhhmunkvwTAsGaiXpRHkJ,edm,big room,https://open.spotify.com/playlist/5FhhmunkvwTAsGaiXpRHkJ
Big Room House,7vJOXFe40axY7qS39vGDyH,edm,big room,https://open.spotify.com/playlist/7vJOXFe40axY7qS39vGDyH
ALPAS Music Festival,6pPpLz42hUkr8gbMirkAEl,edm,big room,https://open.spotify.com/playlist/6pPpLz42hUkr8gbMirkAEl
Epic Bass Drops,49EXQVXh5k1t8SOhmUeyU7,edm,big room,https://open.spotify.com/playlist/49EXQVXh5k1t8SOhmUeyU7
Big Room 2019,6SrHyxIxWfQx9ISEr6yowk,edm,big room,https://open.spotify.com/playlist/6SrHyxIxWfQx9ISEr6yowk
@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,https://open.spotify.com/playlist/2fbrY1tuoW8Uji14H7623k
EDM House & Dance,5CTzufLc0f6MufjKYrIaoO,edm,pop edm,https://open.spotify.com/playlist/5CTzufLc0f6MufjKYrIaoO
Pop EDM Remixes,4aUEH3uhbofktrFkXOOaKj,edm,pop edm,https://open.spotify.com/playlist/4aUEH3uhbofktrFkXOOaKj
EDM 2019,1T0ed6Mg0QIruHvcoWWIKy,edm,pop edm,https://open.spotify.com/playlist/1T0ed6Mg0QIruHvcoWWIKy
Waves Pop and EDM,64k01l4j6QtnZ8jMaI84AA,edm,pop edm,https://open.spotify.com/playlist/64k01l4j6QtnZ8jMaI84AA
Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,https://open.spotify.com/playlist/6mtYuOxzl58vSGnEDtZ9uB
EDM - pop remixes,0cvVad4XizGbOS0vlwZYS5,edm,pop edm,https://open.spotify.com/playlist/0cvVad4XizGbOS0vlwZYS5
Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,edm,pop edm,https://open.spotify.com/playlist/5HmZtuuIDMtIy21kylqhx6
2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,https://open.spotify.com/playlist/2DjIfVDXGYDgRxw7IJTKVb
K-Crazy Michioso Tunes,37i9dQZF1DWUXxc8Mc6MmJ,edm,pop edm,https://open.spotify.com/playlist/37i9dQZF1DWUXxc8Mc6MmJ
EDM Trap,7CEEEMKV41x0RlFCXWdvKF,edm,pop edm,https://open.spotify.com/playlist/7CEEEMKV41x0RlFCXWdvKF
2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,https://open.spotify.com/playlist/6UJw1egIcZVfrBmcKs5uHH
Pop EDM,5EgzhnSirHRvu1AqlFLllv,edm,pop edm,https://open.spotify.com/playlist/5EgzhnSirHRvu1AqlFLllv
Tastemakers Ball  -  EDM - POP and FUN,67cpuBAXjwibm3LG333Oaq,edm,pop edm,https://open.spotify.com/playlist/67cpuBAXjwibm3LG333Oaq
EDM Pop,2d3oOPO0csDU40JyiGwFaF,edm,pop edm,https://open.spotify.com/playlist/2d3oOPO0csDU40JyiGwFaF
Happy EDM,3d2JFEbvcx7p2CHkBaQeMZ,edm,pop edm,https://open.spotify.com/playlist/3d2JFEbvcx7p2CHkBaQeMZ
EDM/POP,6gHk5RFrnALbDNJdaXKivi,edm,pop edm,https://open.spotify.com/playlist/6gHk5RFrnALbDNJdaXKivi
Selected House,2JPzPB9jnvJLAYtmCbvZy8,edm,progressive electro house,https://open.spotify.com/playlist/2JPzPB9jnvJLAYtmCbvZy8
Deep Electronic Music 2020 & Progressive House,5CMvAWTlDPdZnkleiTHyyo,edm,progressive electro house,https://open.spotify.com/playlist/5CMvAWTlDPdZnkleiTHyyo
Female Vocal EDM,5QaPRbVgbEcCc9jC1UxgD1,edm,progressive electro house,https://open.spotify.com/playlist/5QaPRbVgbEcCc9jC1UxgD1
Vocal House,5PCAWKfUWAUj8VeY8G7xRQ,edm,progressive electro house,https://open.spotify.com/playlist/5PCAWKfUWAUj8VeY8G7xRQ
Hands Up‏‏​​   ‍,1lSdljPk8zcAdXVMUduDia,edm,progressive electro house,https://open.spotify.com/playlist/1lSdljPk8zcAdXVMUduDia
House/Electro/Progressive/Disco/Lofi/Synthwave,42jbIN5Zj0UUPdtmqxQRKF,edm,progressive electro house,https://open.spotify.com/playlist/42jbIN5Zj0UUPdtmqxQRKF
Alex Workout,7fRlDx99wBg6i45OCvxwKY,edm,progressive electro house,https://open.spotify.com/playlist/7fRlDx99wBg6i45OCvxwKY
2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,https://open.spotify.com/playlist/53Ga3Xt9fumdJfhNNSBvzU
Electro/Progressive/Club House,1HtnPDj2V126xB9tJP786P,edm,progressive electro house,https://open.spotify.com/playlist/1HtnPDj2V126xB9tJP786P
CHRISTIAN ELECTRO / DANCE / EDM,0MhTMIo1bgH6zzPh7BdChT,edm,progressive electro house,https://open.spotify.com/playlist/0MhTMIo1bgH6zzPh7BdChT
Epic Bass Drops | Best House Mixes,4IS7o1utOzhimFEFnj9gmu,edm,progressive electro house,https://open.spotify.com/playlist/4IS7o1utOzhimFEFnj9gmu
Brand New EDM,2dNitDEHM9FpUGEHWc7zyW,edm,progressive electro house,https://open.spotify.com/playlist/2dNitDEHM9FpUGEHWc7zyW
"Electrónica, Progressive House, Electro House y más 🎧",0o5gKmuET7F3lQnpFxvPO8,edm,progressive electro house,https://open.spotify.com/playlist/0o5gKmuET7F3lQnpFxvPO8
Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,edm,progressive electro house,https://open.spotify.com/playlist/5BqOZpVEqRDfZScvW1QUyA
Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass,0FCHg9zJMNNiOokh3hVcxd,edm,progressive electro house,https://open.spotify.com/playlist/0FCHg9zJMNNiOokh3hVcxd
"Festival Music 2019 - Warm Up Music (EDM, Big Room & Progressive House)",73uj4YmsC7SJ6SbUMTvf07,edm,progressive electro house,https://open.spotify.com/playlist/73uj4YmsC7SJ6SbUMTvf07
Underground Party | Hypnotic | Minimal | Acid | Big Room | Tech | Liquid,29jj7pQlDqnWclbHQk21Rq,edm,progressive electro house,https://open.spotify.com/playlist/29jj7pQlDqnWclbHQk21Rq
Trending EDM by Nik Cooper,4N1ipiKR3xla8UXtE12XBm,edm,progressive electro house,https://open.spotify.com/playlist/4N1ipiKR3xla8UXtE12XBm
♥ EDM LOVE 2020,6jI1gFr6ANFtT8MmTvA2Ux,edm,progressive electro house,https://open.spotify.com/playlist/6jI1gFr6ANFtT8MmTvA2Ux
